Product Category Name,ProductName,Month,Quantity,Lag_Month_2,Lag_Month_3,Lag_Month_4,Lag_Month_5,Lag_Month_6,Lag_Month_7,Lag_Month_8,Lag_Month_9,Lag_Month_10,Lag_Month_11,Lag_Month_12
Splitter,1x2 Fiber Splitter,2,0.0,200.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0
Splitter,1x4 Optical Splitter,2,200.0,300.0,200.0,0.0,300.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0
Splitter,BEL T4404 T Series Splitter Trough,2,400.0,200.0,400.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Splitter,BEL T6404 T Series Splitter Trough,2,400.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0
Splitter,Optical Splitter,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,400.0,800.0
Splitter,PLC Splitter,2,0.0,0.0,0.0,200.0,0.0,0.0,0.0,400.0,0.0,0.0,800.0,200.0
Splitter,SBB100 Splitter Trough,2,400.0,0.0,400.0,0.0,0.0,200.0,0.0,0.0,400.0,400.0,0.0,0.0
Splitter,SBB100 Splitter Trough Block,2,0.0,0.0,0.0,400.0,200.0,0.0,400.0,200.0,0.0,0.0,400.0,0.0
Splitter,SBB200 Splitter Trough Block,2,400.0,0.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0
Splitter,T4104 Bel Electrical Splitter,2,400.0,0.0,400.0,0.0,0.0,0.0,0.0,400.0,0.0,400.0,0.0,0.0
Switch,Cisco Catalyst 2960X,2,0.0,0.0,0.0,400.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0
Switch,Cisco Nexus 9000,2,0.0,0.0,0.0,400.0,400.0,200.0,0.0,200.0,0.0,0.0,0.0,0.0
Switch,HP 5400zl,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,800.0,0.0,500.0
Switch,HP 5406zl,2,0.0,300.0,0.0,0.0,0.0,300.0,0.0,500.0,0.0,0.0,500.0,300.0
Switch,HP Aruba 2930F,2,400.0,0.0,400.0,0.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0
Switch,HP JG537A,2,0.0,400.0,0.0,400.0,400.0,500.0,0.0,0.0,500.0,0.0,0.0,0.0
Switch,HP JG539A,2,0.0,0.0,0.0,0.0,400.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0
Switch,HP JG540A,2,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,300.0,500.0,0.0,0.0
Switch,HP JG543A,2,0.0,0.0,0.0,0.0,0.0,400.0,1300.0,0.0,0.0,500.0,0.0,0.0
Switch,Juniper EX4300,2,0.0,0.0,0.0,300.0,0.0,400.0,0.0,300.0,400.0,0.0,0.0,300.0
Card,Cisco 4-Port FXS Card,3,0.0,0.0,0.0,0.0,200.0,200.0,400.0,0.0,0.0,0.0,400.0,0.0
Card,Ethernet Card,3,400.0,0.0,800.0,400.0,0.0,0.0,400.0,0.0,0.0,0.0,400.0,0.0
Card,HID Proximity Card ,3,0.0,400.0,500.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0
Card,NFC Proximity Card ,3,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
Card,Proximity  Smart Card,3,0.0,500.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0
Card,Proximity Card,3,0.0,500.0,400.0,0.0,400.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0
Card,RFID Card,3,0.0,500.0,400.0,0.0,0.0,0.0,0.0,500.0,0.0,900.0,0.0,0.0
Card,UHF RFID Card,3,0.0,400.0,0.0,0.0,500.0,0.0,500.0,400.0,0.0,0.0,0.0,500.0
Combiner,2x4 Optical Power Combiner,3,0.0,0.0,0.0,0.0,400.0,0.0,400.0,0.0,0.0,400.0,400.0,0.0
Combiner,COM-G3-L1-403-S5S5,3,0.0,0.0,0.0,0.0,0.0,200.0,300.0,0.0,0.0,0.0,0.0,0.0
Combiner,ETL-1100  Combiner,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0
Combiner,ETL-1200  Combiner,3,300.0,0.0,0.0,300.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0
Combiner,ETL-2100  Combiner,3,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0
Combiner,ETL-2110  Combiner,3,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Combiner,ETL-2200  Combiner,3,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,300.0,0.0
Combiner,ETL-3100  Combiner,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Combiner,ETL-3110  Combiner,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0
Combiner,ETL-3200  Combiner,3,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0
Combiner,ETL-4100  Combiner,3,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Combiner,ETL-4110  Combiner,3,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Combiner,ETL-4200  Combiner,3,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Combiner,ETL-700  Combiner,3,0.0,300.0,0.0,0.0,0.0,0.0,200.0,300.0,0.0,0.0,0.0,300.0
Combiner,Optical Power Combiner,3,700.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0
Combiner,RF Combiner,3,0.0,0.0,200.0,0.0,0.0,0.0,500.0,300.0,0.0,0.0,300.0,0.0
Components,NetCard-P100,3,0.0,0.0,800.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,400.0
Modem, DOCSIS 3.1,3,400.0,300.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,300.0,400.0,0.0
Modem,4G LTE Modem ,3,200.0,0.0,400.0,200.0,0.0,0.0,400.0,400.0,0.0,0.0,0.0,0.0
Modem,Arris DOCSIS 3.1 Cable Modem,3,0.0,0.0,0.0,0.0,300.0,0.0,200.0,0.0,300.0,0.0,0.0,0.0
Modem,C3700 Wi-Fi Cable Modem,3,200.0,400.0,0.0,200.0,0.0,0.0,0.0,600.0,200.0,0.0,0.0,0.0
Modem,DOCSIS 3.0 16x4 (CM1000),3,0.0,0.0,0.0,0.0,800.0,0.0,300.0,0.0,0.0,0.0,500.0,0.0
Modem,DOCSIS 3.0 16x4 (CM500),3,500.0,0.0,0.0,500.0,0.0,0.0,0.0,1400.0,0.0,0.0,0.0,0.0
Modem,DOCSIS 3.0 16x4 (CM501),3,0.0,0.0,0.0,0.0,0.0,0.0,800.0,300.0,300.0,0.0,0.0,500.0
Modem,DOCSIS 3.0 16x4 (CM600),3,0.0,0.0,0.0,0.0,500.0,300.0,300.0,0.0,0.0,300.0,0.0,0.0
Modem,DOCSIS 3.0 24x8 Cable Modem (CM1000),3,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,200.0,0.0
Modem,DOCSIS 3.0 24x8 Cable Modem (CM500),3,0.0,200.0,0.0,0.0,0.0,200.0,0.0,0.0,200.0,0.0,300.0,0.0
Modem,DOCSIS 3.0 24x8 Cable Modem (CM600),3,300.0,0.0,200.0,300.0,200.0,0.0,0.0,0.0,0.0,200.0,0.0,300.0
Modem,DOCSIS 3.0 24x8 Cable Modem (CM700),3,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,200.0,200.0,300.0,0.0
Modem,DOCSIS 3.0 Cable Modem,3,600.0,0.0,400.0,600.0,0.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0
Modem,DOCSIS 3.1 Cable Modem,3,0.0,0.0,0.0,0.0,200.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0
Modem,DOCSIS 3.1 Cable Modem (CM1000) ,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,0.0,0.0
Modem,DOCSIS 3.1 Cable Modem (CM1100) ,3,0.0,0.0,0.0,0.0,400.0,0.0,600.0,0.0,400.0,0.0,400.0,0.0
Modem,DOCSIS 3.1 Cable Modem (CM1200) ,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,700.0,0.0,400.0,400.0
Modem,DOCSIS 3.1 Cable Modem (CM600) ,3,0.0,0.0,800.0,0.0,0.0,0.0,300.0,0.0,400.0,0.0,0.0,0.0
Modem,DOCSIS 4.0 16x4 (CM500),3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,800.0,0.0,0.0
Modem,DOCSIS 4.0 16x4 (CM501),3,0.0,1100.0,0.0,0.0,0.0,500.0,0.0,300.0,0.0,0.0,0.0,0.0
Modem,DOCSIS 4.0 24x8 Cable Modem (CM600),3,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,200.0,0.0,0.0,500.0
Modem,DOCSIS 4.0 24x8 Cable Modem (CM700),3,0.0,0.0,0.0,0.0,0.0,300.0,400.0,300.0,0.0,0.0,200.0,0.0
Modem,DOCSIS 4.0 Cable Modem,3,0.0,0.0,0.0,0.0,0.0,200.0,300.0,200.0,0.0,0.0,200.0,0.0
Modem,DOCSIS 4.1 Cable Modem,3,0.0,0.0,200.0,0.0,0.0,0.0,0.0,400.0,200.0,400.0,200.0,0.0
Modem,DOCSIS 4.1 Cable Modem (CM1100) ,3,300.0,0.0,0.0,300.0,0.0,0.0,300.0,0.0,0.0,800.0,0.0,0.0
Modem,DOCSIS 4.1 Cable Modem (CM1200) ,3,0.0,0.0,0.0,0.0,300.0,0.0,0.0,700.0,400.0,400.0,0.0,0.0
Modem,Huawei 5G CPE,3,0.0,0.0,300.0,0.0,0.0,0.0,300.0,0.0,400.0,300.0,0.0,0.0
Modem,N600 WiFi Cable Modem,3,0.0,0.0,200.0,0.0,300.0,200.0,0.0,200.0,0.0,0.0,300.0,0.0
Modem,TP-Link DOCSIS 3.0 Cable Modem,3,500.0,200.0,0.0,500.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0
Multiplexer,CMOS 10G Serial Mux,3,0.0,300.0,400.0,0.0,300.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0
Multiplexer,CMOS 20G Serial Mux,3,700.0,300.0,0.0,700.0,0.0,300.0,0.0,0.0,400.0,0.0,0.0,0.0
Multiplexer,CMOS 40G Serial Mux,3,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,300.0,0.0
Multiplexer,CMOS 50G Serial Mux,3,0.0,700.0,0.0,0.0,300.0,0.0,300.0,0.0,0.0,0.0,400.0,0.0
Multiplexer,CMOS 5G Serial Mux,3,0.0,0.0,0.0,0.0,300.0,0.0,0.0,300.0,0.0,0.0,800.0,300.0
Multiplexer,Cellular Duplexer Rx,3,0.0,200.0,0.0,0.0,200.0,400.0,0.0,200.0,0.0,0.0,0.0,0.0
Multiplexer,Cellular Duplexer Rx (MHz),3,0.0,400.0,0.0,0.0,0.0,200.0,0.0,400.0,0.0,0.0,0.0,0.0
Multiplexer,Cellular Duplexer Tx,3,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,200.0,0.0,400.0
Multiplexer,Cellular Duplexer Tx (MHz),3,0.0,0.0,200.0,0.0,0.0,200.0,200.0,0.0,200.0,0.0,0.0,0.0
Multiplexer,Division Multiplexer (DWDM),3,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,400.0,0.0,0.0,0.0
Multiplexer,PCS Duplexer Rx (MHz),3,400.0,0.0,0.0,400.0,0.0,400.0,0.0,0.0,0.0,200.0,0.0,0.0
Multiplexer,Sonet Multiplexer,3,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,400.0,400.0
Multiplexer,WR70 Duplexer,3,200.0,0.0,0.0,200.0,0.0,400.0,200.0,200.0,0.0,0.0,0.0,0.0
Multiplexer,WR90 Duplexer,3,200.0,0.0,200.0,200.0,0.0,200.0,0.0,200.0,0.0,0.0,0.0,200.0
Networking,NetLink-X300,3,0.0,400.0,0.0,0.0,400.0,400.0,0.0,0.0,400.0,0.0,0.0,0.0
Networking,ProSwitch 48,3,0.0,400.0,400.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.0,0.0
Networking,SpeedModem-1000,3,0.0,300.0,0.0,0.0,200.0,300.0,0.0,0.0,300.0,0.0,0.0,200.0
Networking,StreamRouter-Z500,3,200.0,200.0,400.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0
Networking,SwiftSwitch 24,3,0.0,800.0,0.0,0.0,0.0,400.0,400.0,0.0,0.0,0.0,0.0,400.0
Optical,FiberSplit-4X,3,0.0,0.0,200.0,0.0,400.0,0.0,200.0,0.0,400.0,0.0,0.0,200.0
Optical,FiberSplit-8X,3,400.0,0.0,300.0,400.0,0.0,300.0,0.0,0.0,0.0,400.0,0.0,0.0
Optical,MultiMux-32,3,200.0,0.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0
Optical,MultiMux-42,3,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF Equipment,RFCombiner-8CH,3,0.0,400.0,300.0,0.0,300.0,0.0,400.0,0.0,0.0,0.0,0.0,400.0
Router,CISCO IR530,3,300.0,500.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0
Router,Cisco IR1800,3,0.0,500.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,200.0,0.0
Router,Cisco IR510,3,1000.0,300.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0
Router,Cisco IR921,3,0.0,300.0,500.0,0.0,0.0,0.0,500.0,0.0,300.0,0.0,0.0,500.0
Router,Cisco ISR 1100,3,500.0,300.0,800.0,500.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0
Router,Cisco ISR 1101,3,0.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,300.0,500.0,0.0,500.0
Router,Cisco ISR 4451-X,3,0.0,0.0,0.0,0.0,400.0,400.0,0.0,300.0,0.0,0.0,0.0,0.0
Router,Cisco ISR-4331,3,0.0,0.0,0.0,0.0,0.0,0.0,800.0,600.0,0.0,0.0,0.0,0.0
Router,Cisco XR500,3,200.0,0.0,0.0,200.0,0.0,400.0,200.0,0.0,0.0,0.0,0.0,0.0
Router,Huawei AR2220,3,0.0,0.0,0.0,0.0,400.0,0.0,400.0,200.0,0.0,200.0,400.0,0.0
Router,Juniper MX960,3,200.0,200.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0
Router,"Juniper MX960,",3,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Splitter,1x2 Fiber Splitter,3,200.0,200.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0
Splitter,1x4 Optical Splitter,3,0.0,300.0,200.0,0.0,300.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0
Splitter,BEL T4404 T Series Splitter Trough,3,200.0,200.0,400.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Splitter,BEL T6404 T Series Splitter Trough,3,0.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0
Splitter,Optical Splitter,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,400.0,800.0
Splitter,PLC Splitter,3,200.0,0.0,0.0,200.0,0.0,0.0,0.0,400.0,0.0,0.0,800.0,200.0
Splitter,SBB100 Splitter Trough,3,0.0,0.0,400.0,0.0,0.0,200.0,0.0,0.0,400.0,400.0,0.0,0.0
Splitter,SBB100 Splitter Trough Block,3,400.0,0.0,0.0,400.0,200.0,0.0,400.0,200.0,0.0,0.0,400.0,0.0
Splitter,SBB200 Splitter Trough Block,3,400.0,0.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0
Splitter,T4104 Bel Electrical Splitter,3,0.0,0.0,400.0,0.0,0.0,0.0,0.0,400.0,0.0,400.0,0.0,0.0
Switch,Cisco Catalyst 2960X,3,400.0,0.0,0.0,400.0,400.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0
Switch,Cisco Nexus 9000,3,400.0,0.0,0.0,400.0,400.0,200.0,0.0,200.0,0.0,0.0,0.0,0.0
Switch,HP 5400zl,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,800.0,0.0,500.0
Switch,HP 5406zl,3,0.0,300.0,0.0,0.0,0.0,300.0,0.0,500.0,0.0,0.0,500.0,300.0
Switch,HP Aruba 2930F,3,0.0,0.0,400.0,0.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0
Switch,HP JG537A,3,400.0,400.0,0.0,400.0,400.0,500.0,0.0,0.0,500.0,0.0,0.0,0.0
Switch,HP JG539A,3,0.0,0.0,0.0,0.0,400.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0
Switch,HP JG540A,3,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,300.0,500.0,0.0,0.0
Switch,HP JG543A,3,0.0,0.0,0.0,0.0,0.0,400.0,1300.0,0.0,0.0,500.0,0.0,0.0
Switch,Juniper EX4300,3,300.0,0.0,0.0,300.0,0.0,400.0,0.0,300.0,400.0,0.0,0.0,300.0
Card,Cisco 4-Port FXS Card,4,200.0,0.0,0.0,0.0,200.0,200.0,400.0,0.0,0.0,0.0,400.0,0.0
Card,Ethernet Card,4,0.0,0.0,800.0,400.0,0.0,0.0,400.0,0.0,0.0,0.0,400.0,0.0
Card,HID Proximity Card ,4,0.0,400.0,500.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0
Card,NFC Proximity Card ,4,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
Card,Proximity  Smart Card,4,500.0,500.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0
Card,Proximity Card,4,400.0,500.0,400.0,0.0,400.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0
Card,RFID Card,4,0.0,500.0,400.0,0.0,0.0,0.0,0.0,500.0,0.0,900.0,0.0,0.0
Card,UHF RFID Card,4,500.0,400.0,0.0,0.0,500.0,0.0,500.0,400.0,0.0,0.0,0.0,500.0
Combiner,2x4 Optical Power Combiner,4,400.0,0.0,0.0,0.0,400.0,0.0,400.0,0.0,0.0,400.0,400.0,0.0
Combiner,COM-G3-L1-403-S5S5,4,0.0,0.0,0.0,0.0,0.0,200.0,300.0,0.0,0.0,0.0,0.0,0.0
Combiner,ETL-1100  Combiner,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0
Combiner,ETL-1200  Combiner,4,0.0,0.0,0.0,300.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0
Combiner,ETL-2100  Combiner,4,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0
Combiner,ETL-2110  Combiner,4,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Combiner,ETL-2200  Combiner,4,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,300.0,0.0
Combiner,ETL-3100  Combiner,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Combiner,ETL-3110  Combiner,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0
Combiner,ETL-3200  Combiner,4,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0
Combiner,ETL-4100  Combiner,4,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Combiner,ETL-4110  Combiner,4,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Combiner,ETL-4200  Combiner,4,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Combiner,ETL-700  Combiner,4,0.0,300.0,0.0,0.0,0.0,0.0,200.0,300.0,0.0,0.0,0.0,300.0
Combiner,Optical Power Combiner,4,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0
Combiner,RF Combiner,4,0.0,0.0,200.0,0.0,0.0,0.0,500.0,300.0,0.0,0.0,300.0,0.0
Components,NetCard-P100,4,0.0,0.0,800.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,400.0
Modem, DOCSIS 3.1,4,0.0,300.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,300.0,400.0,0.0
Modem,4G LTE Modem ,4,0.0,0.0,400.0,200.0,0.0,0.0,400.0,400.0,0.0,0.0,0.0,0.0
Modem,Arris DOCSIS 3.1 Cable Modem,4,300.0,0.0,0.0,0.0,300.0,0.0,200.0,0.0,300.0,0.0,0.0,0.0
Modem,C3700 Wi-Fi Cable Modem,4,0.0,400.0,0.0,200.0,0.0,0.0,0.0,600.0,200.0,0.0,0.0,0.0
Modem,DOCSIS 3.0 16x4 (CM1000),4,800.0,0.0,0.0,0.0,800.0,0.0,300.0,0.0,0.0,0.0,500.0,0.0
Modem,DOCSIS 3.0 16x4 (CM500),4,0.0,0.0,0.0,500.0,0.0,0.0,0.0,1400.0,0.0,0.0,0.0,0.0
Modem,DOCSIS 3.0 16x4 (CM501),4,0.0,0.0,0.0,0.0,0.0,0.0,800.0,300.0,300.0,0.0,0.0,500.0
Modem,DOCSIS 3.0 16x4 (CM600),4,500.0,0.0,0.0,0.0,500.0,300.0,300.0,0.0,0.0,300.0,0.0,0.0
Modem,DOCSIS 3.0 24x8 Cable Modem (CM1000),4,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,200.0,0.0
Modem,DOCSIS 3.0 24x8 Cable Modem (CM500),4,0.0,200.0,0.0,0.0,0.0,200.0,0.0,0.0,200.0,0.0,300.0,0.0
Modem,DOCSIS 3.0 24x8 Cable Modem (CM600),4,200.0,0.0,200.0,300.0,200.0,0.0,0.0,0.0,0.0,200.0,0.0,300.0
Modem,DOCSIS 3.0 24x8 Cable Modem (CM700),4,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,200.0,200.0,300.0,0.0
Modem,DOCSIS 3.0 Cable Modem,4,0.0,0.0,400.0,600.0,0.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0
Modem,DOCSIS 3.1 Cable Modem,4,200.0,0.0,0.0,0.0,200.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0
Modem,DOCSIS 3.1 Cable Modem (CM1000) ,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,0.0,0.0
Modem,DOCSIS 3.1 Cable Modem (CM1100) ,4,400.0,0.0,0.0,0.0,400.0,0.0,600.0,0.0,400.0,0.0,400.0,0.0
Modem,DOCSIS 3.1 Cable Modem (CM1200) ,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,700.0,0.0,400.0,400.0
Modem,DOCSIS 3.1 Cable Modem (CM600) ,4,0.0,0.0,800.0,0.0,0.0,0.0,300.0,0.0,400.0,0.0,0.0,0.0
Modem,DOCSIS 4.0 16x4 (CM500),4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,800.0,0.0,0.0
Modem,DOCSIS 4.0 16x4 (CM501),4,0.0,1100.0,0.0,0.0,0.0,500.0,0.0,300.0,0.0,0.0,0.0,0.0
Modem,DOCSIS 4.0 24x8 Cable Modem (CM600),4,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,200.0,0.0,0.0,500.0
Modem,DOCSIS 4.0 24x8 Cable Modem (CM700),4,0.0,0.0,0.0,0.0,0.0,300.0,400.0,300.0,0.0,0.0,200.0,0.0
Modem,DOCSIS 4.0 Cable Modem,4,0.0,0.0,0.0,0.0,0.0,200.0,300.0,200.0,0.0,0.0,200.0,0.0
Modem,DOCSIS 4.1 Cable Modem,4,0.0,0.0,200.0,0.0,0.0,0.0,0.0,400.0,200.0,400.0,200.0,0.0
Modem,DOCSIS 4.1 Cable Modem (CM1100) ,4,0.0,0.0,0.0,300.0,0.0,0.0,300.0,0.0,0.0,800.0,0.0,0.0
Modem,DOCSIS 4.1 Cable Modem (CM1200) ,4,300.0,0.0,0.0,0.0,300.0,0.0,0.0,700.0,400.0,400.0,0.0,0.0
Modem,Huawei 5G CPE,4,0.0,0.0,300.0,0.0,0.0,0.0,300.0,0.0,400.0,300.0,0.0,0.0
Modem,N600 WiFi Cable Modem,4,300.0,0.0,200.0,0.0,300.0,200.0,0.0,200.0,0.0,0.0,300.0,0.0
Modem,TP-Link DOCSIS 3.0 Cable Modem,4,0.0,200.0,0.0,500.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0
Multiplexer,CMOS 10G Serial Mux,4,300.0,300.0,400.0,0.0,300.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0
Multiplexer,CMOS 20G Serial Mux,4,0.0,300.0,0.0,700.0,0.0,300.0,0.0,0.0,400.0,0.0,0.0,0.0
Multiplexer,CMOS 40G Serial Mux,4,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,300.0,0.0
Multiplexer,CMOS 50G Serial Mux,4,300.0,700.0,0.0,0.0,300.0,0.0,300.0,0.0,0.0,0.0,400.0,0.0
Multiplexer,CMOS 5G Serial Mux,4,300.0,0.0,0.0,0.0,300.0,0.0,0.0,300.0,0.0,0.0,800.0,300.0
Multiplexer,Cellular Duplexer Rx,4,200.0,200.0,0.0,0.0,200.0,400.0,0.0,200.0,0.0,0.0,0.0,0.0
Multiplexer,Cellular Duplexer Rx (MHz),4,0.0,400.0,0.0,0.0,0.0,200.0,0.0,400.0,0.0,0.0,0.0,0.0
Multiplexer,Cellular Duplexer Tx,4,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,200.0,0.0,400.0
Multiplexer,Cellular Duplexer Tx (MHz),4,0.0,0.0,200.0,0.0,0.0,200.0,200.0,0.0,200.0,0.0,0.0,0.0
Multiplexer,Division Multiplexer (DWDM),4,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,400.0,0.0,0.0,0.0
Multiplexer,PCS Duplexer Rx (MHz),4,0.0,0.0,0.0,400.0,0.0,400.0,0.0,0.0,0.0,200.0,0.0,0.0
Multiplexer,Sonet Multiplexer,4,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,400.0,400.0
Multiplexer,WR70 Duplexer,4,0.0,0.0,0.0,200.0,0.0,400.0,200.0,200.0,0.0,0.0,0.0,0.0
Multiplexer,WR90 Duplexer,4,0.0,0.0,200.0,200.0,0.0,200.0,0.0,200.0,0.0,0.0,0.0,200.0
Networking,NetLink-X300,4,400.0,400.0,0.0,0.0,400.0,400.0,0.0,0.0,400.0,0.0,0.0,0.0
Networking,ProSwitch 48,4,0.0,400.0,400.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.0,0.0
Networking,SpeedModem-1000,4,200.0,300.0,0.0,0.0,200.0,300.0,0.0,0.0,300.0,0.0,0.0,200.0
Networking,StreamRouter-Z500,4,0.0,200.0,400.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0
